专业,rowSeq,institutions,Country,wosDocs,cites,citesPerPaper
PLANT & ANIMAL SCIENCE,349,CAIRO UNIVERSITY,EGYPT,2131,23700,11.12153918348193336461755044580009385265
PLANT & ANIMAL SCIENCE,350,TOHOKU UNIVERSITY,JAPAN,1491,23668,15.87391012743125419181757209926224010731
PLANT & ANIMAL SCIENCE,351,UNIVERSITY OF EAST ANGLIA,ENGLAND,841,23625,28.09155766944114149821640903686087990488
PLANT & ANIMAL SCIENCE,352,NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU),NORWAY,1220,23618,19.35901639344262295081967213114754098361
PLANT & ANIMAL SCIENCE,353,UNIVERSITY OF CONNECTICUT,USA,1282,23602,18.41029641185647425897035881435257410296
PLANT & ANIMAL SCIENCE,354,OKLAHOMA STATE UNIVERSITY - STILLWATER,USA,1768,23551,13.32070135746606334841628959276018099548
PLANT & ANIMAL SCIENCE,355,UNIVERSITY COLLEGE LONDON,ENGLAND,1026,23540,22.94346978557504873294346978557504873294
PLANT & ANIMAL SCIENCE,356,LEIDEN UNIVERSITY,NETHERLANDS,905,23419,25.87734806629834254143646408839779005525
PLANT & ANIMAL SCIENCE,357,UNIVERSITY OF BERGEN,NORWAY,1487,23403,15.7383994620040349697377269670477471419
PLANT & ANIMAL SCIENCE,358,HEINRICH HEINE UNIVERSITY DUSSELDORF,GERMANY (FED REP GER),846,23394,27.65248226950354609929078014184397163121
PLANT & ANIMAL SCIENCE,359,UNIVERSIDADE FEDERAL DE LAVRAS,BRAZIL,2531,23343,9.22283682338996444093243777163176610036
PLANT & ANIMAL SCIENCE,360,SWISS FEDERAL RESEARCH STATION AGROSCOPE,SWITZERLAND,959,23318,24.31491136600625651720542231491136600626
PLANT & ANIMAL SCIENCE,361,LEIDEN UNIVERSITY - EXCL LUMC,NETHERLANDS,885,23177,26.18870056497175141242937853107344632768
PLANT & ANIMAL SCIENCE,362,INSTITUTE OF EXPERIMENTAL BOTANY OF THE CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,963,23174,24.06438213914849428868120456905503634476
PLANT & ANIMAL SCIENCE,363,AGRICULTURAL RESEARCH CENTER - EGYPT,EGYPT,1875,23170,12.35733333333333333333333333333333333333
PLANT & ANIMAL SCIENCE,364,CSIRO AGRICULTURE & FOOD,AUSTRALIA,989,23133,23.39029322548028311425682507583417593529
PLANT & ANIMAL SCIENCE,365,BOYCE THOMPSON INSTITUTE FOR PLANT RESEARCH,USA,574,23032,40.12543554006968641114982578397212543554
PLANT & ANIMAL SCIENCE,366,UNIVERSITY OF OSLO,NORWAY,1220,22954,18.8147540983606557377049180327868852459
PLANT & ANIMAL SCIENCE,367,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1283,22953,17.89010132501948558067030397505845674201
PLANT & ANIMAL SCIENCE,368,UNIVERSITI PUTRA MALAYSIA,MALAYSIA,1780,22879,12.85337078651685393258426966292134831461
PLANT & ANIMAL SCIENCE,369,GUANGXI UNIVERSITY,CHINA MAINLAND,2083,22837,10.9635141622659625540086413826212193951
PLANT & ANIMAL SCIENCE,370,INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID-TROPICS (ICRISAT),INDIA,795,22768,28.63899371069182389937106918238993710692
PLANT & ANIMAL SCIENCE,371,UNIVERSITY OF HAMBURG,GERMANY (FED REP GER),1435,22760,15.86062717770034843205574912891986062718
PLANT & ANIMAL SCIENCE,372,UNIVERSITY COLLEGE DUBLIN,IRELAND,1584,22752,14.36363636363636363636363636363636363636
PLANT & ANIMAL SCIENCE,373,MASARYK UNIVERSITY BRNO,CZECH REPUBLIC,1515,22717,14.99471947194719471947194719471947194719
PLANT & ANIMAL SCIENCE,374,UNIVERSITY OF COLORADO SYSTEM,USA,1387,22646,16.32732516222062004325883201153568853641
PLANT & ANIMAL SCIENCE,375,INSTITUTE OF BOTANY OF THE CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,1052,22467,21.3564638783269961977186311787072243346
PLANT & ANIMAL SCIENCE,376,LANDCARE RESEARCH - NEW ZEALAND,NEW ZEALAND,948,22410,23.63924050632911392405063291139240506329
PLANT & ANIMAL SCIENCE,377,FIELD MUSEUM OF NATURAL HISTORY (CHICAGO),USA,986,22366,22.68356997971602434077079107505070993915
PLANT & ANIMAL SCIENCE,378,INTERNATIONAL MAIZE & WHEAT IMPROVEMENT CENTER (CIMMYT),MEXICO,828,22363,27.00845410628019323671497584541062801932
PLANT & ANIMAL SCIENCE,379,NATURAL RESOURCES CANADA,CANADA,1526,22336,14.63695937090432503276539973787680209699
PLANT & ANIMAL SCIENCE,380,UIT THE ARCTIC UNIVERSITY OF TROMSO,NORWAY,1147,22288,19.43156059285091543156059285091543156059
PLANT & ANIMAL SCIENCE,381,UNIVERSITY OF MAINE SYSTEM,USA,1310,22277,17.00534351145038167938931297709923664122
PLANT & ANIMAL SCIENCE,382,"RURAL DEVELOPMENT ADMINISTRATION (RDA), REPUBLIC OF KOREA",SOUTH KOREA,1816,22272,12.26431718061674008810572687224669603524
PLANT & ANIMAL SCIENCE,383,KING ABDULAZIZ UNIVERSITY,SAUDI ARABIA,1193,22266,18.66387259010896898575020955574182732607
PLANT & ANIMAL SCIENCE,384,UNIVERSITY HOHENHEIM,GERMANY (FED REP GER),1276,22231,17.42241379310344827586206896551724137931
PLANT & ANIMAL SCIENCE,385,ARIZONA STATE UNIVERSITY,USA,1273,22203,17.44147682639434406912804399057344854674
PLANT & ANIMAL SCIENCE,386,UNIVERSITY OF BELGRADE,SERBIA,2412,22169,9.19112769485903814262023217247097844113
PLANT & ANIMAL SCIENCE,387,UNIV CONFEDERALE LEONARD DE VINCI,,1305,22144,16.96858237547892720306513409961685823755
PLANT & ANIMAL SCIENCE,388,UNIVERSITY OF MANITOBA,CANADA,1510,22138,14.66092715231788079470198675496688741722
PLANT & ANIMAL SCIENCE,389,"INSTITUTE OF HYDROBIOLOGY, CAS",CHINA MAINLAND,1419,22133,15.59760394644115574348132487667371388302
PLANT & ANIMAL SCIENCE,390,"INSTITUTE OF OCEANOLOGY, CAS",CHINA MAINLAND,1652,22111,13.38438256658595641646489104116222760291
PLANT & ANIMAL SCIENCE,391,UNIVERSITY OF NEW ENGLAND,AUSTRALIA,1360,22018,16.18970588235294117647058823529411764706
PLANT & ANIMAL SCIENCE,392,DEAKIN UNIVERSITY,AUSTRALIA,1203,22013,18.29842061512884455527847049044056525353
PLANT & ANIMAL SCIENCE,393,UNIVERSITY OF KWAZULU NATAL,SOUTH AFRICA,2170,21960,10.11981566820276497695852534562211981567
PLANT & ANIMAL SCIENCE,394,EBERHARD KARLS UNIVERSITY OF TUBINGEN,GERMANY (FED REP GER),967,21929,22.67735263702171664943123061013443640124
PLANT & ANIMAL SCIENCE,395,EAST CHINA NORMAL UNIVERSITY,CHINA MAINLAND,1375,21843,15.88581818181818181818181818181818181818
PLANT & ANIMAL SCIENCE,396,UNIVERSITE PAUL-VALERY,FRANCE,1059,21723,20.51274787535410764872521246458923512748
PLANT & ANIMAL SCIENCE,397,JUSTUS LIEBIG UNIVERSITY GIESSEN,GERMANY (FED REP GER),1897,21715,11.44702161307327358987875593041644702161
PLANT & ANIMAL SCIENCE,398,TSINGHUA UNIVERSITY,CHINA MAINLAND,771,21668,28.10376134889753566796368352788586251621
PLANT & ANIMAL SCIENCE,399,TEL AVIV UNIVERSITY,ISRAEL,1259,21505,17.08101667990468625893566322478157267673
PLANT & ANIMAL SCIENCE,400,TUSCIA UNIVERSITY,ITALY,1019,21462,21.06182531894013738959764474975466143278
PLANT & ANIMAL SCIENCE,401,UNIVERSITY OF MAINE ORONO,USA,1243,21440,17.24859211584875301689460981496379726468
PLANT & ANIMAL SCIENCE,402,UNIVERSITY OF KIEL,GERMANY (FED REP GER),1348,21383,15.8627596439169139465875370919881305638
PLANT & ANIMAL SCIENCE,403,UNIVERSIDADE DE AVEIRO,PORTUGAL,1224,21342,17.43627450980392156862745098039215686275
PLANT & ANIMAL SCIENCE,404,GUANGDONG OCEAN UNIVERSITY,CHINA MAINLAND,1824,21278,11.66557017543859649122807017543859649123
PLANT & ANIMAL SCIENCE,405,UNIVERSIDADE FEDERAL DE SANTA CATARINA (UFSC),BRAZIL,1914,21094,11.02089864158829676071055381400208986416
PLANT & ANIMAL SCIENCE,406,UNIVERSITY OF VETERINARY MEDICINE HANNOVER,GERMANY (FED REP GER),2320,21064,9.07931034482758620689655172413793103448
PLANT & ANIMAL SCIENCE,407,INSTITUTO POLITECNICO NACIONAL - MEXICO,MEXICO,2396,21050,8.78547579298831385642737896494156928214
PLANT & ANIMAL SCIENCE,408,UNIVERSIDADE DE BRASILIA,BRAZIL,2182,21013,9.63015582034830430797433547204399633364
PLANT & ANIMAL SCIENCE,409,WESTERDIJK FUNGAL BIODIVERS INST,,441,20939,47.48072562358276643990929705215419501134
PLANT & ANIMAL SCIENCE,410,UNIVERSITY OF ANTWERP,BELGIUM,1335,20817,15.59325842696629213483146067415730337079
PLANT & ANIMAL SCIENCE,411,UNIVERSITY OF VALENCIA,SPAIN,1440,20794,14.44027777777777777777777777777777777778
PLANT & ANIMAL SCIENCE,412,UNIVERSITY OF PERUGIA,ITALY,1321,20778,15.72899318697956093868281604844814534444
PLANT & ANIMAL SCIENCE,413,SHANDONG UNIVERSITY,CHINA MAINLAND,1184,20766,17.53885135135135135135135135135135135135
PLANT & ANIMAL SCIENCE,414,UNIVERSITY OF MANCHESTER,ENGLAND,805,20724,25.7440993788819875776397515527950310559
PLANT & ANIMAL SCIENCE,415,DONALD DANFORTH PLANT SCIENCE CENTER,USA,626,20677,33.03035143769968051118210862619808306709
PLANT & ANIMAL SCIENCE,416,UNIVERSITY OF WURZBURG,GERMANY (FED REP GER),813,20662,25.41451414514145141451414514145141451415
PLANT & ANIMAL SCIENCE,417,JAGIELLONIAN UNIVERSITY,POLAND,1590,20641,12.98176100628930817610062893081761006289
PLANT & ANIMAL SCIENCE,418,UNIVERSITY OF CALGARY,CANADA,1444,20609,14.27216066481994459833795013850415512465
PLANT & ANIMAL SCIENCE,419,UNIVERSITY OF TSUKUBA,JAPAN,1415,20596,14.55547703180212014134275618374558303887
PLANT & ANIMAL SCIENCE,420,FRIEDRICH SCHILLER UNIVERSITY OF JENA,GERMANY (FED REP GER),953,20581,21.59601259181532004197271773347324239244
PLANT & ANIMAL SCIENCE,421,SCRIPPS INSTITUTION OF OCEANOGRAPHY,USA,978,20530,20.99182004089979550102249488752556237219
PLANT & ANIMAL SCIENCE,422,NATIONAL CHUNG HSING UNIVERSITY,TAIWAN,1612,20497,12.71526054590570719602977667493796526055
PLANT & ANIMAL SCIENCE,423,ARIZONA STATE UNIVERSITY-TEMPE,USA,1139,20445,17.94995610184372256365232660228270412643
PLANT & ANIMAL SCIENCE,424,JILIN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1838,20444,11.12295973884657236126224156692056583243
PLANT & ANIMAL SCIENCE,425,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA),ARGENTINA,1789,20405,11.40581330352152040245947456679709334824
PLANT & ANIMAL SCIENCE,426,LAWRENCE BERKELEY NATIONAL LABORATORY,USA,508,20345,40.04921259842519685039370078740157480315
PLANT & ANIMAL SCIENCE,427,UNIVERSITY OF LJUBLJANA,SLOVENIA,1624,20249,12.4685960591133004926108374384236453202
PLANT & ANIMAL SCIENCE,428,POZNAN UNIVERSITY OF LIFE SCIENCES,POLAND,1768,20216,11.4343891402714932126696832579185520362
PLANT & ANIMAL SCIENCE,429,CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES,CHINA MAINLAND,1560,20204,12.95128205128205128205128205128205128205
PLANT & ANIMAL SCIENCE,430,WOODS HOLE OCEANOGRAPHIC INSTITUTION,USA,797,20124,25.24968632371392722710163111668757841907
PLANT & ANIMAL SCIENCE,431,WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO),CANADA,990,20103,20.30606060606060606060606060606060606061
PLANT & ANIMAL SCIENCE,432,SHANDONG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1315,20096,15.28212927756653992395437262357414448669
PLANT & ANIMAL SCIENCE,433,UNIVERSITY OF TURKU,FINLAND,1285,20045,15.59922178988326848249027237354085603113
PLANT & ANIMAL SCIENCE,434,UNIVERSITY OF STIRLING,SCOTLAND,896,20013,22.3359375
PLANT & ANIMAL SCIENCE,435,GRIFFITH UNIVERSITY,AUSTRALIA,1070,19873,18.57289719626168224299065420560747663551
PLANT & ANIMAL SCIENCE,436,INDIANA UNIVERSITY SYSTEM,USA,831,19869,23.90974729241877256317689530685920577617
PLANT & ANIMAL SCIENCE,437,NINGBO UNIVERSITY,CHINA MAINLAND,1695,19865,11.71976401179941002949852507374631268437
PLANT & ANIMAL SCIENCE,438,"ALFRED WEGENER INSTITUTE, HELMHOLTZ CENTRE FOR POLAR & MARINE RESEARCH",GERMANY (FED REP GER),1037,19861,19.1523625843780135004821600771456123433
PLANT & ANIMAL SCIENCE,439,UTAH STATE UNIVERSITY,USA,1229,19861,16.16029292107404393816110659072416598861
PLANT & ANIMAL SCIENCE,440,NATIONAL AERONAUTICS & SPACE ADMINISTRATION (NASA),USA,902,19778,21.92682926829268292682926829268292682927
PLANT & ANIMAL SCIENCE,441,NATIONAL SCIENCE & TECHNOLOGY DEVELOPMENT AGENCY - THAILAND,THAILAND,837,19771,23.62126642771804062126642771804062126643
PLANT & ANIMAL SCIENCE,442,UNIVERSITE COTE D'AZUR,FRANCE,780,19695,25.25
PLANT & ANIMAL SCIENCE,443,CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES (CREAF-CERCA),SPAIN,631,19573,31.01901743264659270998415213946117274168
PLANT & ANIMAL SCIENCE,444,NATIONAL UNIVERSITY OF LA PLATA,ARGENTINA,2122,19561,9.21819038642789820923656927426955702168
PLANT & ANIMAL SCIENCE,445,BIOLOGY CENTRE OF THE CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,1451,19550,13.47346657477601654031702274293590627154
PLANT & ANIMAL SCIENCE,446,"INSTITUTE OF ZOOLOGY, CAS",CHINA MAINLAND,1952,19462,9.97028688524590163934426229508196721311
PLANT & ANIMAL SCIENCE,447,UNIVERSITY OF COLORADO BOULDER,USA,1106,19426,17.56419529837251356238698010849909584087
PLANT & ANIMAL SCIENCE,448,SHANDONG NORMAL UNIVERSITY,CHINA MAINLAND,782,19378,24.78005115089514066496163682864450127877
PLANT & ANIMAL SCIENCE,449,NATIONAL INSTITUTE OF PLANT GENOME RESEARCH (NIPGR),INDIA,697,19342,27.75035868005738880918220946915351506456
PLANT & ANIMAL SCIENCE,450,KASETSART UNIVERSITY,THAILAND,2113,19341,9.15333648840511121628017037387600567913
PLANT & ANIMAL SCIENCE,451,ESTONIAN UNIVERSITY OF LIFE SCIENCES,ESTONIA,978,19327,19.76175869120654396728016359918200408998
PLANT & ANIMAL SCIENCE,452,ARISTOTLE UNIVERSITY OF THESSALONIKI,GREECE,1679,19324,11.50923168552709946396664681357951161406
PLANT & ANIMAL SCIENCE,453,YANGTZE UNIVERSITY,CHINA MAINLAND,1285,19277,15.00155642023346303501945525291828793774
PLANT & ANIMAL SCIENCE,454,US FISH & WILDLIFE SERVICE,USA,1894,19277,10.17793030623020063357972544878563885956
PLANT & ANIMAL SCIENCE,455,MINIST EDUC,,1577,19275,12.22257450856055802155992390615091946734
PLANT & ANIMAL SCIENCE,456,FOOD & AGRICULTURE ORGANIZATION OF THE UNITED NATIONS (FAO),ITALY,790,19268,24.38987341772151898734177215189873417722
PLANT & ANIMAL SCIENCE,457,GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,1474,19267,13.07123473541383989145183175033921302578
PLANT & ANIMAL SCIENCE,458,FLINDERS UNIVERSITY SOUTH AUSTRALIA,AUSTRALIA,1016,19247,18.94389763779527559055118110236220472441
PLANT & ANIMAL SCIENCE,459,INTERNATIONAL RICE RESEARCH INSTITUTE (IRRI),PHILIPPINES,565,19228,34.03185840707964601769911504424778761062
PLANT & ANIMAL SCIENCE,460,KYUNGPOOK NATIONAL UNIVERSITY (KNU),SOUTH KOREA,1524,19090,12.52624671916010498687664041994750656168
PLANT & ANIMAL SCIENCE,461,NATIONAL RESEARCH FOUNDATION - SOUTH AFRICA,SOUTH AFRICA,1358,19075,14.04639175257731958762886597938144329897
PLANT & ANIMAL SCIENCE,462,SICHUAN UNIVERSITY,CHINA MAINLAND,1282,19033,14.84633385335413416536661466458658346334
PLANT & ANIMAL SCIENCE,463,UNIVERSITY OF SOUTHAMPTON,ENGLAND,877,18967,21.62713797035347776510832383124287343216
PLANT & ANIMAL SCIENCE,464,UNIVERSITY OF GRONINGEN,NETHERLANDS,1101,18953,17.21435059037238873751135331516802906449
PLANT & ANIMAL SCIENCE,465,SHANXI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1757,18910,10.76266363118952760387023335230506545248
PLANT & ANIMAL SCIENCE,466,INSTITUTO NACIONAL INVESTIGACION TECNOLOGIA AGRARIA ALIMENTARIA (INIA),SPAIN,838,18894,22.54653937947494033412887828162291169451
PLANT & ANIMAL SCIENCE,467,RADBOUD UNIVERSITY NIJMEGEN,NETHERLANDS,680,18851,27.72205882352941176470588235294117647059
PLANT & ANIMAL SCIENCE,468,UNIVERSITE CLERMONT AUVERGNE (UCA),FRANCE,817,18814,23.02815177478580171358629130966952264382
PLANT & ANIMAL SCIENCE,469,UNIVERSITE DE BRETAGNE OCCIDENTALE,FRANCE,1046,18714,17.8910133843212237093690248565965583174
PLANT & ANIMAL SCIENCE,470,JIANGXI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1619,18646,11.51698579369981470043236565781346510191
PLANT & ANIMAL SCIENCE,471,UNIVERSITE DE RENNES,FRANCE,1069,18619,17.41721234798877455565949485500467726848
PLANT & ANIMAL SCIENCE,472,CANADIAN FOREST SERVICE,CANADA,1278,18591,14.54694835680751173708920187793427230047
PLANT & ANIMAL SCIENCE,473,FUDAN UNIVERSITY,CHINA MAINLAND,827,18586,22.47400241837968561064087061668681983071
PLANT & ANIMAL SCIENCE,474,XIAMEN UNIVERSITY,CHINA MAINLAND,1362,18539,13.61160058737151248164464023494860499266
PLANT & ANIMAL SCIENCE,475,UNIVERSITY OF ZAGREB,CROATIA,1968,18519,9.41006097560975609756097560975609756098
PLANT & ANIMAL SCIENCE,476,NATIONAL CENTER GENETIC ENGINEERING & BIOTECHNOLOGY (BIOTEC),THAILAND,749,18491,24.68758344459279038718291054739652870494
PLANT & ANIMAL SCIENCE,477,AUSTRALIAN RESEARCH COUNCIL,,636,18476,29.05031446540880503144654088050314465409
PLANT & ANIMAL SCIENCE,478,LEIBNIZ INSTITUT FUR GEWASSEROKOLOGIE UND BINNENFISCHEREI (IGB),GERMANY (FED REP GER),730,18410,25.21917808219178082191780821917808219178
PLANT & ANIMAL SCIENCE,479,UNIVERSIDAD AUSTRAL DE CHILE,CHILE,1603,18401,11.47910168434185901434809731752963194011
PLANT & ANIMAL SCIENCE,480,GOVERNMENT COLLEGE UNIVERSITY FAISALABAD,PAKISTAN,981,18399,18.75535168195718654434250764525993883792
PLANT & ANIMAL SCIENCE,481,"WUHAN BOTANICAL GARDEN, CAS",CHINA MAINLAND,911,18390,20.18660812294182217343578485181119648738
PLANT & ANIMAL SCIENCE,482,HEBEI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1606,18379,11.4439601494396014943960149439601494396
PLANT & ANIMAL SCIENCE,483,CURTIN UNIVERSITY,AUSTRALIA,1020,18297,17.93823529411764705882352941176470588235
PLANT & ANIMAL SCIENCE,484,UNIVERSITE CATHOLIQUE LOUVAIN,BELGIUM,710,18225,25.66901408450704225352112676056338028169
PLANT & ANIMAL SCIENCE,485,UNIV NANTES ANGERS LE MANS,,906,18224,20.11479028697571743929359823399558498896
PLANT & ANIMAL SCIENCE,486,LANCASTER UNIVERSITY,ENGLAND,656,18195,27.73628048780487804878048780487804878049
PLANT & ANIMAL SCIENCE,487,CLEMSON UNIVERSITY,USA,1461,18132,12.41067761806981519507186858316221765914
PLANT & ANIMAL SCIENCE,488,NEW ZEALAND INSTITUTE FOR PLANT & FOOD RESEARCH LTD,NEW ZEALAND,885,18123,20.47796610169491525423728813559322033898
PLANT & ANIMAL SCIENCE,489,UNIVERSITY OF SEVILLA,SPAIN,1155,18117,15.68571428571428571428571428571428571429
PLANT & ANIMAL SCIENCE,490,UNIVERSITY OF ALASKA SYSTEM,USA,1158,18093,15.62435233160621761658031088082901554404
PLANT & ANIMAL SCIENCE,491,INDIANA UNIVERSITY BLOOMINGTON,USA,696,18086,25.98563218390804597701149425287356321839
PLANT & ANIMAL SCIENCE,492,TARBIAT MODARES UNIVERSITY,IRAN,1460,18072,12.37808219178082191780821917808219178082
PLANT & ANIMAL SCIENCE,493,CHINESE UNIVERSITY OF HONG KONG,HONG KONG,655,18059,27.57099236641221374045801526717557251908
PLANT & ANIMAL SCIENCE,494,UNIV PARIS EST COMUE,,1310,18000,13.74045801526717557251908396946564885496
PLANT & ANIMAL SCIENCE,495,OAK RIDGE NATIONAL LABORATORY,USA,507,17993,35.4891518737672583826429980276134122288
PLANT & ANIMAL SCIENCE,496,ADAM MICKIEWICZ UNIVERSITY,POLAND,1397,17954,12.85182534001431639226914817465998568361
PLANT & ANIMAL SCIENCE,497,UNIVERSITY OF PALERMO,ITALY,1251,17950,14.34852118305355715427657873701039168665
PLANT & ANIMAL SCIENCE,498,ISTITUTO PER LA PROTEZIONE SOSTENIBILE DELLE PIANTE (IPSP-CNR),ITALY,805,17948,22.29565217391304347826086956521739130435
PLANT & ANIMAL SCIENCE,499,CARLETON UNIVERSITY,CANADA,1000,17946,17.946
PLANT & ANIMAL SCIENCE,500,UNIVERSITY OF POTSDAM,GERMANY (FED REP GER),733,17889,24.40518417462482946793997271487039563438
PLANT & ANIMAL SCIENCE,501,UNIV BOURGOGNE FRANCHE-COMTE COMUE,,911,17875,19.62129527991218441273326015367727771679
PLANT & ANIMAL SCIENCE,502,UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES,FRANCE,872,17829,20.44610091743119266055045871559633027523
PLANT & ANIMAL SCIENCE,503,NEWCASTLE UNIVERSITY - UK,ENGLAND,927,17826,19.22977346278317152103559870550161812298
PLANT & ANIMAL SCIENCE,504,UNIVERSITY OF KANSAS,USA,1088,17826,16.38419117647058823529411764705882352941
PLANT & ANIMAL SCIENCE,505,UNIVERSITY OF BASEL,SWITZERLAND,803,17794,22.15940224159402241594022415940224159402
PLANT & ANIMAL SCIENCE,506,UNIVERSIDAD DE CHILE,CHILE,1556,17773,11.42223650385604113110539845758354755784
PLANT & ANIMAL SCIENCE,507,COMMUNAUTE UNIVERSITE GRENOBLE ALPES,FRANCE,728,17750,24.38186813186813186813186813186813186813
PLANT & ANIMAL SCIENCE,508,UNIVERSITE GRENOBLE ALPES (UGA),FRANCE,725,17708,24.42482758620689655172413793103448275862
PLANT & ANIMAL SCIENCE,509,GEOMAR HELMHOLTZ CENTER FOR OCEAN RESEARCH KIEL,GERMANY (FED REP GER),734,17699,24.11307901907356948228882833787465940054
PLANT & ANIMAL SCIENCE,510,KYUSHU UNIVERSITY,JAPAN,1501,17688,11.78414390406395736175882744836775483011
PLANT & ANIMAL SCIENCE,511,WASHINGTON UNIVERSITY (WUSTL),USA,708,17634,24.90677966101694915254237288135593220339
PLANT & ANIMAL SCIENCE,512,UNIVERSITY OF CATANIA,ITALY,949,17622,18.56902002107481559536354056902002107482
PLANT & ANIMAL SCIENCE,513,UNIVERSITY OF OTAGO,NEW ZEALAND,1250,17607,14.0856
PLANT & ANIMAL SCIENCE,514,UNIVERSITY OF DELHI,INDIA,970,17599,18.14329896907216494845360824742268041237
PLANT & ANIMAL SCIENCE,515,UNIVERSIDADE DO ALGARVE,PORTUGAL,1117,17578,15.73679498657117278424350940017905102954
PLANT & ANIMAL SCIENCE,516,INSTITUTE NACIONAL DE PESQUISAS DA AMAZONIA,BRAZIL,1942,17548,9.03604531410916580844490216271884654995
PLANT & ANIMAL SCIENCE,517,UNIVERSITY OF MIAMI,USA,1031,17518,16.99127061105722599418040737148399612027
PLANT & ANIMAL SCIENCE,518,CENTRE FOR ENVIRONMENT FISHERIES & AQUACULTURE SCIENCE,ENGLAND,746,17462,23.40750670241286863270777479892761394102
PLANT & ANIMAL SCIENCE,519,GOETHE UNIVERSITY FRANKFURT,GERMANY (FED REP GER),852,17437,20.46596244131455399061032863849765258216
PLANT & ANIMAL SCIENCE,520,UNIVERSIDAD DE CONCEPCION,CHILE,1701,17375,10.21457965902410346854791299235743680188
PLANT & ANIMAL SCIENCE,521,UNIVERSITY OF YORK - UK,ENGLAND,698,17348,24.85386819484240687679083094555873925501
PLANT & ANIMAL SCIENCE,522,"CHINA NATIONAL RICE RESEARCH INSTITUTE, CAAS",CHINA MAINLAND,669,17334,25.91031390134529147982062780269058295964
PLANT & ANIMAL SCIENCE,523,UNIVERSITY OF MONTANA,USA,881,17329,19.66969353007945516458569807037457434733
PLANT & ANIMAL SCIENCE,524,UNIVERSITY OF MONTANA SYSTEM,USA,881,17329,19.66969353007945516458569807037457434733
PLANT & ANIMAL SCIENCE,525,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE),BRAZIL,2307,17297,7.49761595145210229735587342869527524924
PLANT & ANIMAL SCIENCE,526,UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM),BRAZIL,2169,17280,7.96680497925311203319502074688796680498
PLANT & ANIMAL SCIENCE,527,FONDAZIONE EDMUND MACH,ITALY,735,17275,23.50340136054421768707482993197278911565
PLANT & ANIMAL SCIENCE,528,UNIVERSIDADE FEDERAL DE GOIAS,BRAZIL,1658,17268,10.41495778045838359469240048250904704463
PLANT & ANIMAL SCIENCE,529,GANSU AGRICULTURAL UNIVERSITY,CHINA MAINLAND,1687,17261,10.23177237700059276822762299940723177238
PLANT & ANIMAL SCIENCE,530,KOBE UNIVERSITY,JAPAN,1179,17256,14.63613231552162849872773536895674300254
PLANT & ANIMAL SCIENCE,531,UNIVERSITE DE STRASBOURG,FRANCE,851,17244,20.26321974148061104582843713278495887192
PLANT & ANIMAL SCIENCE,532,MENDEL UNIVERSITY IN BRNO,CZECH REPUBLIC,1436,17161,11.95055710306406685236768802228412256267
PLANT & ANIMAL SCIENCE,533,VETAGRO SUP,FRANCE,1097,17148,15.63172288058340929808568824065633546035
PLANT & ANIMAL SCIENCE,534,MISSOURI BOTANICAL GARDENS,USA,1049,17017,16.2221163012392755004766444232602478551
PLANT & ANIMAL SCIENCE,535,LEIPZIG UNIVERSITY,GERMANY (FED REP GER),1315,17014,12.93840304182509505703422053231939163498
PLANT & ANIMAL SCIENCE,536,UNIVERSITY OF KONSTANZ,GERMANY (FED REP GER),821,17012,20.72107186358099878197320341047503045067
PLANT & ANIMAL SCIENCE,537,CNRS - NATIONAL INSTITUTE FOR EARTH SCIENCES & ASTRONOMY (INSU),FRANCE,933,16958,18.1757770632368703108252947481243301179
PLANT & ANIMAL SCIENCE,538,UNIVERSITY OF NORTH TEXAS SYSTEM,USA,454,16862,37.14096916299559471365638766519823788546
PLANT & ANIMAL SCIENCE,539,UNIVERSITY OF NEUCHATEL,SWITZERLAND,667,16855,25.26986506746626686656671664167916041979
PLANT & ANIMAL SCIENCE,540,CSIC - ESTACION BIOLOGICA DE DONANA (EBD),SPAIN,1037,16829,16.22854387656702025072324011571841851495
PLANT & ANIMAL SCIENCE,541,UNIVERSITY OF NORTH TEXAS DENTON,USA,450,16828,37.39555555555555555555555555555555555556
