institution_name,country_region,cluster,cluster_label
TAN TAO UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TAN TOCK SENG HOSPITAL,SINGAPORE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TANTA UNIVERSITY,EGYPT,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,UKRAINE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TARBIAT MODARES UNIVERSITY,IRAN,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TARIM UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TARTU ENDOCRINOL CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TARTU UNIV HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TARTU UNIVERSITY INSTITUTE OF ECOLOGY & EARTH SCIENCES,ESTONIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TASHKENT INST POSTGRAD MED EDUC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TASK FORCE GLOBAL HLTH,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TASMAN ONCOL RES,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TATA INSTITUTE OF FUNDAMENTAL RESEARCH (TIFR),INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TATA INSTITUTE OF SOCIAL SCIENCES,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TATA MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TATA MEMORIAL CENTRE (TMC),INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TATA MEMORIAL HOSPITAL,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TATA SONS,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TAUNTON AND SOMERSET NHS FOUNDATION TRUST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TAYLOR'S UNIVERSITY,MALAYSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TBILISI STATE MEDICAL UNIVERSITY,GEORGIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TCM MED TK SDN BHD,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"TEA RESEARCH INSTITUTE, CAAS",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEACHING HOSP PERADENIYA,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEAGASC,IRELAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECH STAND & SAFETY AUTHOR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY, CAS",CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TECHNICAL UNIVERSITY CZESTOCHOWA,POLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY FREIBERG,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY KOSICE,SLOVAKIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY OF BERLIN,GERMANY (FED REP GER),2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TECHNICAL UNIVERSITY OF CLUJ NAPOCA,ROMANIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY OF CRETE,GREECE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY OF DARMSTADT,GERMANY (FED REP GER),2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TECHNICAL UNIVERSITY OF DENMARK,DENMARK,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TECHNICAL UNIVERSITY OF LIBEREC,CZECH REPUBLIC,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY OF MUNICH,GERMANY (FED REP GER),1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TECHNICAL UNIVERSITY OF OSTRAVA,CZECH REPUBLIC,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNICAL UNIVERSITY ZVOLEN,SLOVAKIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNION ISRAEL INSTITUTE OF TECHNOLOGY,ISRAEL,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TECHNISCHE UNIVERSITAT CHEMNITZ,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNISCHE UNIVERSITAT DRESDEN,GERMANY (FED REP GER),1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TECHNISCHE UNIVERSITAT ILMENAU,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNISCHE UNIVERSITAT WIEN,AUSTRIA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TECHNOL UNIV DUBLIN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECHNOLOGICAL UNIVERSITY DUBLIN,IRELAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"TECHNOLOGY & ENGINEERING CENTER FOR SPACE UTILIZATION, CAS",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECNALIA,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECNOL NACL MEXICO,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TECNOLOGICO DE MONTERREY,MEXICO,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TEHRAN UNIVERSITY OF MEDICAL SCIENCES,IRAN,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TEIKYO UNIVERSITY,JAPAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEINE KEIJINKAI HOSPITAL,JAPAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEL AVIV SOURASKY MEDICAL CENTER,ISRAEL,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEL AVIV UNIVERSITY,ISRAEL,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TELECOM PARIS,FRANCE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TELECOM SUDPARIS,FRANCE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TELEMARK HOSPITAL TRUST,NORWAY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TELETHON INSTITUTE OF GENETICS & MEDICINE (TIGEM),ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEMPLE UNIVERSITY,USA,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TENCENT,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TENNESSEE DEPARTMENT HEALTH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TENNESSEE ONCOLOGY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TENNESSEE STATE UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TENNESSEE TECHNOLOGICAL UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TENRI HOSPITAL,JAPAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TERGOOI BLARICUM,NETHERLANDS,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TERGOOI HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TERI UNIVERSITY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TESARO,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEVA PHARMACEUTICAL INDUSTRIES,ISRAEL,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEVA PHARMACEUTICAL INDUSTRIES USA,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS A&M AGRILIFE RESEARCH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS A&M HEALTH SCIENCE CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS A&M INTERNATIONAL UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS A&M UNIVERSITY COLLEGE STATION,USA,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TEXAS A&M UNIVERSITY KINGSVILLE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS A&M UNIVERSITY QATAR,QATAR,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TEXAS A&M UNIVERSITY SYSTEM,USA,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TEXAS CHILDREN'S CANCER CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS CHRISTIAN UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS DEPARTMENT OF STATE HEALTH SERVICES,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS HEART INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS HLTH PHYSICIANS GRP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS INSTRUMENTS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS ONCOLOGY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS ONCOLOGY-BAYLOR CHARLES A SAMMONS CANCER CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS STATE UNIVERSITY SAN MARCOS,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS STATE UNIVERSITY SYSTEM,USA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TEXAS STROKE INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS TECH UNIVERSITY,USA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AMARILLO,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER EL PASO,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEXAS TECH UNIVERSITY SYSTEM,USA,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TEXAS WOMANS UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TEZPUR UNIVERSITY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THAI NGUYEN UNIVERSITY,VIETNAM,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THAI RED CROSS SOCIETY,THAILAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THALES GROUP,FRANCE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THAMMASAT UNIVERSITY,THAILAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY,INDIA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
THE AGHIA SOPHIA CHILDREN'S HOSPITAL,GREECE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE ALFRED,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE AUSTRALIAN PREVENTION PARTNERSHIP CENTRE,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE BMJ,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE CHILDREN'S HOSPITAL AT WESTMEAD,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN",CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
THE HEART HOSPITAL,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"THE INSTITUTE OF REMOTE SENSING & DIGITAL EARTH, CAS",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE J DAVID GLADSTONE INSTITUTES,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE KIDS RESEARCH INSTITUTE AUSTRALIA,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE KINGHORN CANCER CENTRE,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE MEDICINES & HEALTHCARE PRODUCTS REGULATORY AGENCY,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"THE MORGRIDGE INSTITUTE FOR RESEARCH, INC.",USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE NATIONAL LAND SURVEY OF FINLAND,FINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE NEW SCHOOL,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE NORTHCAP UNIVERSITY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE QUEEN'S MEDICAL CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE ROYAL HOSPITAL FOR WOMEN,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"THE ROYAL HOSPITAL, SULTANATE OF OMAN",OMAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE ROYAL WOMEN'S HOSPITAL,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE SANTA FE INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE THIRD PEOPLE'S HOSPITAL OF SHENZHEN,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE UNIVERSITY OF HONG KONG SHENZHEN INSTITUTE OF RESEARCH & INNOVATION,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE UNIVERSITY OF NOTRE DAME AUSTRALIA,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE WISTAR INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THE WORLD BANK,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THERMAL POWER RESEARCH INSTITUTE CO LTD,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THERMO FISHER SCIENTIFIC,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THIAGARAJAR COLLEGE OF ENGINEERING,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"THIRD INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THIRD PEOPLES HOSP HAINAN PROV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THIRD PEOPLES HOSP YICHANG,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THOMAS JEFFERSON UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THOMAYER HOSPITAL,CZECH REPUBLIC,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THROMBOSIS RESEARCH INSTITUTE,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THUNDER BAY REGIONAL HEALTH SCIENCES CENTRE,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
THUYLOI UNIVERSITY,VIETNAM,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANGONG UNIVERSITY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TIANJIN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN CENTER FOR DISEASE CONTROL & PREVENTION,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN CHENGJIAN UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN CHEST HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN HUANHU HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CAS",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN MEDICAL UNIVERSITY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TIANJIN NORMAL UNIVERSITY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TIANJIN THIRD CENT HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN UNION MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN UNIVERSITY,CHINA MAINLAND,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
TIANJIN UNIVERSITY OF COMMERCE,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TIANJIN UNIVERSITY OF TECHNOLOGY & EDUCATION,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
TIANJINS CLIN RES CTR CANC,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TIERVLEI TRIAL CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
TILBURG UNIVERSITY,NETHERLANDS,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
